areaCode,areaName,areaType,date,age,VaccineRegisterPopulationByVaccinationDate,cumPeopleVaccinatedCompleteByVaccinationDate,newPeopleVaccinatedCompleteByVaccinationDate,cumPeopleVaccinatedFirstDoseByVaccinationDate,newPeopleVaccinatedFirstDoseByVaccinationDate,cumPeopleVaccinatedSecondDoseByVaccinationDate,newPeopleVaccinatedSecondDoseByVaccinationDate,cumPeopleVaccinatedThirdInjectionByVaccinationDate,newPeopleVaccinatedThirdInjectionByVaccinationDate,cumVaccinationFirstDoseUptakeByVaccinationDatePercentage,cumVaccinationSecondDoseUptakeByVaccinationDatePercentage,cumVaccinationThirdInjectionUptakeByVaccinationDatePercentage,cumVaccinationCompleteCoverageByVaccinationDatePercentage
E92000001,England,nation,2022/2/11,45_49,4000916,3213395,381,3314208,164,3213395,381,2583895,2360,82.8,80.3,64.6,80.3
E92000001,England,nation,2022/2/11,50_54,4250390,3618965,283,3702121,131,3618965,283,3108868,1461,87.1,85.1,73.1,85.1
E92000001,England,nation,2022/2/11,55_59,4121728,3617544,212,3683951,109,3617544,212,3215932,1212,89.4,87.8,78,87.8
E92000001,England,nation,2022/2/11,60_64,3506987,3145119,118,3192431,63,3145119,118,2882854,664,91,89.7,82.2,89.7
E92000001,England,nation,2022/2/11,65_69,2915275,2670758,76,2702645,41,2670758,76,2527716,361,92.7,91.6,86.7,91.6
E92000001,England,nation,2022/2/11,70_74,2850235,2677517,44,2700828,26,2677517,44,2581797,226,94.8,93.9,90.6,93.9
E92000001,England,nation,2022/2/11,75_79,2139023,2034924,25,2049964,16,2034924,25,1972221,156,95.8,95.1,92.2,95.1
E92000001,England,nation,2022/2/11,80_84,1416124,1349278,16,1358550,12,1349278,16,1299374,142,95.9,95.3,91.8,95.3
E92000001,England,nation,2022/2/11,85_89,862110,821247,11,826945,6,821247,11,786231,113,95.9,95.3,91.2,95.3
E92000001,England,nation,2022/2/11,90+,471630,441352,3,444749,3,441352,3,419313,69,94.3,93.6,88.9,93.6
E92000001,England,nation,2022/2/10,12_15,2888279,622558,14895,1592997,3541,622558,14895,3482,81,55.2,21.6,0.1,21.6
E92000001,England,nation,2022/2/10,16_17,1376450,665259,1275,923281,519,665259,1275,90160,750,67.1,48.3,6.6,48.3
E92000001,England,nation,2022/2/10,18_24,5416136,3413325,1981,3851443,1315,3413325,1981,1802582,4737,71.1,63,33.3,63
E92000001,England,nation,2022/2/10,25_29,4559729,2832686,1261,3106175,768,2832686,1261,1623234,3544,68.1,62.1,35.6,62.1
E92000001,England,nation,2022/2/10,30_34,4854858,3147134,1107,3390003,589,3147134,1107,1970358,3174,69.8,64.8,40.6,64.8
E92000001,England,nation,2022/2/10,35_39,4602178,3183931,693,3367491,381,3183931,693,2181236,2708,73.2,69.2,47.4,69.2
E92000001,England,nation,2022/2/10,40_44,4219362,3149753,447,3285091,194,3149753,447,2358054,1986,77.9,74.6,55.9,74.6
E92000001,England,nation,2022/2/10,45_49,4000916,3213014,311,3314044,155,3213014,311,2581535,1677,82.8,80.3,64.5,80.3
E92000001,England,nation,2022/2/10,50_54,4250390,3618682,231,3701990,97,3618682,231,3107407,1281,87.1,85.1,73.1,85.1
E92000001,England,nation,2022/2/10,55_59,4121728,3617332,161,3683842,88,3617332,161,3214720,1054,89.4,87.8,78,87.8
E92000001,England,nation,2022/2/10,60_64,3506987,3145001,110,3192368,55,3145001,110,2882190,606,91,89.7,82.2,89.7
E92000001,England,nation,2022/2/10,65_69,2915275,2670682,68,2702604,35,2670682,68,2527355,335,92.7,91.6,86.7,91.6
E92000001,England,nation,2022/2/10,70_74,2850235,2677473,39,2700802,33,2677473,39,2581571,227,94.8,93.9,90.6,93.9
E92000001,England,nation,2022/2/10,75_79,2139023,2034899,25,2049948,13,2034899,25,1972065,186,95.8,95.1,92.2,95.1
E92000001,England,nation,2022/2/10,80_84,1416124,1349262,22,1358538,8,1349262,22,1299232,142,95.9,95.3,91.7,95.3
E92000001,England,nation,2022/2/10,85_89,862110,821236,11,826939,0,821236,11,786118,92,95.9,95.3,91.2,95.3
E92000001,England,nation,2022/2/10,90+,471630,441349,10,444746,7,441349,10,419244,83,94.3,93.6,88.9,93.6
E92000001,England,nation,2022/2/9,12_15,2888279,607663,13991,1589456,3107,607663,13991,3401,84,55,21,0.1,21
E92000001,England,nation,2022/2/9,16_17,1376450,663984,1364,922762,601,663984,1364,89410,772,67,48.2,6.5,48.2
E92000001,England,nation,2022/2/9,18_24,5416136,3411344,1920,3850128,1649,3411344,1920,1797845,4497,71.1,63,33.2,63
E92000001,England,nation,2022/2/9,25_29,4559729,2831425,1300,3105407,931,2831425,1300,1619690,3562,68.1,62.1,35.5,62.1
E92000001,England,nation,2022/2/9,30_34,4854858,3146027,1095,3389414,650,3146027,1095,1967184,3005,69.8,64.8,40.5,64.8
E92000001,England,nation,2022/2/9,35_39,4602178,3183238,738,3367110,455,3183238,738,2178528,2594,73.2,69.2,47.3,69.2
E92000001,England,nation,2022/2/9,40_44,4219362,3149306,442,3284897,245,3149306,442,2356068,1877,77.9,74.6,55.8,74.6
E92000001,England,nation,2022/2/9,45_49,4000916,3212703,320,3313889,166,3212703,320,2579858,1555,82.8,80.3,64.5,80.3
E92000001,England,nation,2022/2/9,50_54,4250390,3618451,243,3701893,137,3618451,243,3106126,1223,87.1,85.1,73.1,85.1
E92000001,England,nation,2022/2/9,55_59,4121728,3617171,144,3683754,80,3617171,144,3213666,931,89.4,87.8,78,87.8
E92000001,England,nation,2022/2/9,60_64,3506987,3144891,118,3192313,70,3144891,118,2881584,591,91,89.7,82.2,89.7
E92000001,England,nation,2022/2/9,65_69,2915275,2670614,55,2702569,43,2670614,55,2527020,360,92.7,91.6,86.7,91.6
E92000001,England,nation,2022/2/9,70_74,2850235,2677434,33,2700769,31,2677434,33,2581344,252,94.8,93.9,90.6,93.9
E92000001,England,nation,2022/2/9,75_79,2139023,2034874,33,2049935,15,2034874,33,1971879,173,95.8,95.1,92.2,95.1
E92000001,England,nation,2022/2/9,80_84,1416124,1349240,12,1358530,9,1349240,12,1299090,102,95.9,95.3,91.7,95.3
E92000001,England,nation,2022/2/9,85_89,862110,821225,14,826939,4,821225,14,786026,89,95.9,95.3,91.2,95.3
E92000001,England,nation,2022/2/9,90+,471630,441339,3,444739,3,441339,3,419161,70,94.3,93.6,88.9,93.6
E92000001,England,nation,2022/2/8,12_15,2888279,593672,14025,1586349,2975,593672,14025,3317,99,54.9,20.6,0.1,20.6
E92000001,England,nation,2022/2/8,16_17,1376450,662620,1203,922161,516,662620,1203,88638,685,67,48.1,6.4,48.1
E92000001,England,nation,2022/2/8,18_24,5416136,3409424,1902,3848479,1409,3409424,1902,1793348,4439,71.1,62.9,33.1,62.9
E92000001,England,nation,2022/2/8,25_29,4559729,2830125,1215,3104476,916,2830125,1215,1616128,3568,68.1,62.1,35.4,62.1
E92000001,England,nation,2022/2/8,30_34,4854858,3144932,941,3388764,612,3144932,941,1964179,2983,69.8,64.8,40.5,64.8
E92000001,England,nation,2022/2/8,35_39,4602178,3182500,707,3366655,412,3182500,707,2175934,2480,73.2,69.2,47.3,69.2
E92000001,England,nation,2022/2/8,40_44,4219362,3148864,436,3284652,240,3148864,436,2354191,1861,77.8,74.6,55.8,74.6
E92000001,England,nation,2022/2/8,45_49,4000916,3212383,307,3313723,160,3212383,307,2578303,1613,82.8,80.3,64.4,80.3
E92000001,England,nation,2022/2/8,50_54,4250390,3618208,235,3701756,129,3618208,235,3104903,1201,87.1,85.1,73,85.1
E92000001,England,nation,2022/2/8,55_59,4121728,3617027,166,3683674,93,3617027,166,3212735,918,89.4,87.8,77.9,87.8
E92000001,England,nation,2022/2/8,60_64,3506987,3144773,100,3192243,51,3144773,100,2880993,600,91,89.7,82.2,89.7
E92000001,England,nation,2022/2/8,65_69,2915275,2670559,59,2702526,41,2670559,59,2526660,370,92.7,91.6,86.7,91.6
E92000001,England,nation,2022/2/8,70_74,2850235,2677401,41,2700738,30,2677401,41,2581092,214,94.8,93.9,90.6,93.9
E92000001,England,nation,2022/2/8,75_79,2139023,2034841,23,2049920,13,2034841,23,1971706,131,95.8,95.1,92.2,95.1
E92000001,England,nation,2022/2/8,80_84,1416124,1349228,16,1358521,8,1349228,16,1298988,114,95.9,95.3,91.7,95.3
E92000001,England,nation,2022/2/8,85_89,862110,821211,6,826935,4,821211,6,785937,76,95.9,95.3,91.2,95.3
E92000001,England,nation,2022/2/8,90+,471630,441336,8,444736,4,441336,8,419091,71,94.3,93.6,88.9,93.6
E92000001,England,nation,2022/2/7,12_15,2888279,579647,12892,1583374,2571,579647,12892,3218,51,54.8,20.1,0.1,20.1
E92000001,England,nation,2022/2/7,16_17,1376450,661417,1068,921645,514,661417,1068,87953,732,67,48.1,6.4,48.1
E92000001,England,nation,2022/2/7,18_24,5416136,3407522,1832,3847070,1421,3407522,1832,1788909,4565,71,62.9,33,62.9
E92000001,England,nation,2022/2/7,25_29,4559729,2828910,1229,3103560,764,2828910,1229,1612560,3794,68.1,62,35.4,62
E92000001,England,nation,2022/2/7,30_34,4854858,3143991,1036,3388152,602,3143991,1036,1961196,3170,69.8,64.8,40.4,64.8
E92000001,England,nation,2022/2/7,35_39,4602178,3181793,717,3366243,352,3181793,717,2173454,2578,73.1,69.1,47.2,69.1
E92000001,England,nation,2022/2/7,40_44,4219362,3148428,440,3284412,226,3148428,440,2352330,1953,77.8,74.6,55.8,74.6
E92000001,England,nation,2022/2/7,45_49,4000916,3212076,277,3313563,139,3212076,277,2576690,1640,82.8,80.3,64.4,80.3
E92000001,England,nation,2022/2/7,50_54,4250390,3617973,216,3701627,120,3617973,216,3103702,1159,87.1,85.1,73,85.1
E92000001,England,nation,2022/2/7,55_59,4121728,3616861,150,3683581,106,3616861,150,3211817,916,89.4,87.8,77.9,87.8
E92000001,England,nation,2022/2/7,60_64,3506987,3144673,96,3192192,68,3144673,96,2880393,558,91,89.7,82.1,89.7
E92000001,England,nation,2022/2/7,65_69,2915275,2670500,57,2702485,43,2670500,57,2526290,283,92.7,91.6,86.7,91.6
E92000001,England,nation,2022/2/7,70_74,2850235,2677360,30,2700708,20,2677360,30,2580878,209,94.8,93.9,90.5,93.9
E92000001,England,nation,2022/2/7,75_79,2139023,2034818,9,2049907,10,2034818,9,1971575,140,95.8,95.1,92.2,95.1
E92000001,England,nation,2022/2/7,80_84,1416124,1349212,19,1358513,12,1349212,19,1298874,83,95.9,95.3,91.7,95.3
E92000001,England,nation,2022/2/7,85_89,862110,821205,11,826931,3,821205,11,785861,86,95.9,95.3,91.2,95.3
E92000001,England,nation,2022/2/7,90+,471630,441328,9,444732,3,441328,9,419020,43,94.3,93.6,88.8,93.6
E92000001,England,nation,2022/2/6,12_15,2888279,566755,7685,1580803,1598,566755,7685,3167,136,54.7,19.6,0.1,19.6
E92000001,England,nation,2022/2/6,16_17,1376450,660349,1089,921131,416,660349,1089,87221,764,66.9,48,6.3,48
E92000001,England,nation,2022/2/6,18_24,5416136,3405690,1159,3845649,813,3405690,1159,1784344,3142,71,62.9,32.9,62.9
E92000001,England,nation,2022/2/6,25_29,4559729,2827681,827,3102796,485,2827681,827,1608766,2374,68,62,35.3,62
E92000001,England,nation,2022/2/6,30_34,4854858,3142955,656,3387550,368,3142955,656,1958026,2148,69.8,64.7,40.3,64.7
E92000001,England,nation,2022/2/6,35_39,4602178,3181076,492,3365891,213,3181076,492,2170876,1789,73.1,69.1,47.2,69.1
E92000001,England,nation,2022/2/6,40_44,4219362,3147988,315,3284186,140,3147988,315,2350377,1371,77.8,74.6,55.7,74.6
E92000001,England,nation,2022/2/6,45_49,4000916,3211799,202,3313424,102,3211799,202,2575050,1115,82.8,80.3,64.4,80.3
E92000001,England,nation,2022/2/6,50_54,4250390,3617757,114,3701507,69,3617757,114,3102543,796,87.1,85.1,73,85.1
E92000001,England,nation,2022/2/6,55_59,4121728,3616711,84,3683475,41,3616711,84,3210901,550,89.4,87.7,77.9,87.7
E92000001,England,nation,2022/2/6,60_64,3506987,3144577,52,3192124,25,3144577,52,2879835,309,91,89.7,82.1,89.7
E92000001,England,nation,2022/2/6,65_69,2915275,2670443,29,2702442,19,2670443,29,2526007,153,92.7,91.6,86.6,91.6
E92000001,England,nation,2022/2/6,70_74,2850235,2677330,11,2700688,10,2677330,11,2580669,81,94.8,93.9,90.5,93.9
E92000001,England,nation,2022/2/6,75_79,2139023,2034809,7,2049897,8,2034809,7,1971435,47,95.8,95.1,92.2,95.1
E92000001,England,nation,2022/2/6,80_84,1416124,1349193,4,1358501,2,1349193,4,1298791,43,95.9,95.3,91.7,95.3
E92000001,England,nation,2022/2/6,85_89,862110,821194,1,826928,1,821194,1,785775,27,95.9,95.3,91.1,95.3
E92000001,England,nation,2022/2/6,90+,471630,441319,0,444729,0,441319,0,418977,15,94.3,93.6,88.8,93.6
E92000001,England,nation,2022/2/5,12_15,2888279,559070,14349,1579205,3364,559070,14349,3031,254,54.7,19.4,0.1,19.4
E92000001,England,nation,2022/2/5,16_17,1376450,659260,2077,920715,707,659260,2077,86457,1504,66.9,47.9,6.3,47.9
E92000001,England,nation,2022/2/5,18_24,5416136,3404531,2485,3844836,1753,3404531,2485,1781202,6207,71,62.9,32.9,62.9
E92000001,England,nation,2022/2/5,25_29,4559729,2826854,1634,3102311,952,2826854,1634,1606392,4736,68,62,35.2,62
E92000001,England,nation,2022/2/5,30_34,4854858,3142299,1320,3387182,733,3142299,1320,1955878,4375,69.8,64.7,40.3,64.7
E92000001,England,nation,2022/2/5,35_39,4602178,3180584,923,3365678,482,3180584,923,2169087,3826,73.1,69.1,47.1,69.1
E92000001,England,nation,2022/2/5,40_44,4219362,3147673,593,3284046,308,3147673,593,2349006,3063,77.8,74.6,55.7,74.6
E92000001,England,nation,2022/2/5,45_49,4000916,3211597,418,3313322,204,3211597,418,2573935,2596,82.8,80.3,64.3,80.3
E92000001,England,nation,2022/2/5,50_54,4250390,3617643,264,3701438,126,3617643,264,3101747,1983,87.1,85.1,73,85.1
E92000001,England,nation,2022/2/5,55_59,4121728,3616627,195,3683434,86,3616627,195,3210351,1382,89.4,87.7,77.9,87.7
E92000001,England,nation,2022/2/5,60_64,3506987,3144525,150,3192099,89,3144525,150,2879526,821,91,89.7,82.1,89.7
E92000001,England,nation,2022/2/5,65_69,2915275,2670414,60,2702423,56,2670414,60,2525854,399,92.7,91.6,86.6,91.6
E92000001,England,nation,2022/2/5,70_74,2850235,2677319,34,2700678,29,2677319,34,2580588,248,94.8,93.9,90.5,93.9
E92000001,England,nation,2022/2/5,75_79,2139023,2034802,20,2049889,22,2034802,20,1971388,147,95.8,95.1,92.2,95.1
E92000001,England,nation,2022/2/5,80_84,1416124,1349189,9,1358499,7,1349189,9,1298748,98,95.9,95.3,91.7,95.3
E92000001,England,nation,2022/2/5,85_89,862110,821193,9,826927,7,821193,9,785748,60,95.9,95.3,91.1,95.3
E92000001,England,nation,2022/2/5,90+,471630,441319,4,444729,0,441319,4,418962,40,94.3,93.6,88.8,93.6
E92000001,England,nation,2022/2/4,12_15,2888279,544721,13822,1575841,2963,544721,13822,2777,87,54.6,18.9,0.1,18.9
E92000001,England,nation,2022/2/4,16_17,1376450,657183,1555,920008,638,657183,1555,84953,961,66.8,47.7,6.2,47.7
E92000001,England,nation,2022/2/4,18_24,5416136,3402046,2065,3843083,1670,3402046,2065,1774995,5281,71,62.8,32.8,62.8
E92000001,England,nation,2022/2/4,25_29,4559729,2825220,1398,3101359,900,2825220,1398,1601656,4283,68,62,35.1,62
E92000001,England,nation,2022/2/4,30_34,4854858,3140979,1157,3386449,664,3140979,1157,1951503,3863,69.8,64.7,40.2,64.7
E92000001,England,nation,2022/2/4,35_39,4602178,3179661,811,3365196,449,3179661,811,2165261,3403,73.1,69.1,47,69.1
E92000001,England,nation,2022/2/4,40_44,4219362,3147080,510,3283738,288,3147080,510,2345943,2646,77.8,74.6,55.6,74.6
E92000001,England,nation,2022/2/4,45_49,4000916,3211179,377,3313118,178,3211179,377,2571339,2380,82.8,80.3,64.3,80.3
E92000001,England,nation,2022/2/4,50_54,4250390,3617379,252,3701312,128,3617379,252,3099764,1696,87.1,85.1,72.9,85.1
E92000001,England,nation,2022/2/4,55_59,4121728,3616432,162,3683348,103,3616432,162,3208969,1228,89.4,87.7,77.9,87.7
E92000001,England,nation,2022/2/4,60_64,3506987,3144375,114,3192010,77,3144375,114,2878705,784,91,89.7,82.1,89.7
E92000001,England,nation,2022/2/4,65_69,2915275,2670354,67,2702367,43,2670354,67,2525455,416,92.7,91.6,86.6,91.6
E92000001,England,nation,2022/2/4,70_74,2850235,2677285,51,2700649,41,2677285,51,2580340,276,94.8,93.9,90.5,93.9
E92000001,England,nation,2022/2/4,75_79,2139023,2034782,26,2049867,13,2034782,26,1971241,159,95.8,95.1,92.2,95.1
E92000001,England,nation,2022/2/4,80_84,1416124,1349180,9,1358492,6,1349180,9,1298650,113,95.9,95.3,91.7,95.3
E92000001,England,nation,2022/2/4,85_89,862110,821184,11,826920,4,821184,11,785688,103,95.9,95.3,91.1,95.3
E92000001,England,nation,2022/2/4,90+,471630,441315,11,444729,4,441315,11,418922,76,94.3,93.6,88.8,93.6
E92000001,England,nation,2022/2/3,12_15,2888279,530899,15111,1572878,3264,530899,15111,2690,135,54.5,18.4,0.1,18.4
E92000001,England,nation,2022/2/3,16_17,1376450,655628,1480,919370,666,655628,1480,83992,956,66.8,47.6,6.1,47.6
E92000001,England,nation,2022/2/3,18_24,5416136,3399981,2188,3841413,1922,3399981,2188,1769714,5852,70.9,62.8,32.7,62.8
E92000001,England,nation,2022/2/3,25_29,4559729,2823822,1387,3100459,1118,2823822,1387,1597373,4244,68,61.9,35,61.9
E92000001,England,nation,2022/2/3,30_34,4854858,3139822,1134,3385785,812,3139822,1134,1947640,3849,69.7,64.7,40.1,64.7
E92000001,England,nation,2022/2/3,35_39,4602178,3178850,826,3364747,546,3178850,826,2161858,3348,73.1,69.1,47,69.1
E92000001,England,nation,2022/2/3,40_44,4219362,3146570,510,3283450,324,3146570,510,2343297,2531,77.8,74.6,55.5,74.6
E92000001,England,nation,2022/2/3,45_49,4000916,3210802,367,3312940,217,3210802,367,2568959,2114,82.8,80.3,64.2,80.3
E92000001,England,nation,2022/2/3,50_54,4250390,3617127,290,3701184,166,3617127,290,3098068,1656,87.1,85.1,72.9,85.1
E92000001,England,nation,2022/2/3,55_59,4121728,3616270,197,3683245,123,3616270,197,3207741,1254,89.4,87.7,77.8,87.7
E92000001,England,nation,2022/2/3,60_64,3506987,3144261,128,3191933,75,3144261,128,2877921,785,91,89.7,82.1,89.7
E92000001,England,nation,2022/2/3,65_69,2915275,2670287,73,2702324,47,2670287,73,2525039,491,92.7,91.6,86.6,91.6
E92000001,England,nation,2022/2/3,70_74,2850235,2677234,36,2700608,40,2677234,36,2580064,319,94.8,93.9,90.5,93.9
E92000001,England,nation,2022/2/3,75_79,2139023,2034756,36,2049854,21,2034756,36,1971082,236,95.8,95.1,92.1,95.1
E92000001,England,nation,2022/2/3,80_84,1416124,1349171,21,1358486,13,1349171,21,1298537,184,95.9,95.3,91.7,95.3
E92000001,England,nation,2022/2/3,85_89,862110,821173,16,826916,8,821173,16,785585,177,95.9,95.3,91.1,95.3
E92000001,England,nation,2022/2/3,90+,471630,441304,11,444725,5,441304,11,418846,143,94.3,93.6,88.8,93.6
E92000001,England,nation,2022/2/2,12_15,2888279,515788,14605,1569614,2990,515788,14605,2555,85,54.3,17.9,0.1,17.9
E92000001,England,nation,2022/2/2,16_17,1376450,654148,1492,918704,722,654148,1492,83036,922,66.7,47.5,6,47.5
E92000001,England,nation,2022/2/2,18_24,5416136,3397793,2033,3839491,2055,3397793,2033,1763862,5784,70.9,62.7,32.6,62.7
E92000001,England,nation,2022/2/2,25_29,4559729,2822435,1374,3099341,1117,2822435,1374,1593129,4312,68,61.9,34.9,61.9
E92000001,England,nation,2022/2/2,30_34,4854858,3138688,1138,3384973,792,3138688,1138,1943791,3728,69.7,64.7,40,64.7
E92000001,England,nation,2022/2/2,35_39,4602178,3178024,793,3364201,523,3178024,793,2158510,3210,73.1,69.1,46.9,69.1
E92000001,England,nation,2022/2/2,40_44,4219362,3146060,509,3283126,339,3146060,509,2340766,2446,77.8,74.6,55.5,74.6
E92000001,England,nation,2022/2/2,45_49,4000916,3210435,363,3312723,197,3210435,363,2566845,2137,82.8,80.2,64.2,80.2
E92000001,England,nation,2022/2/2,50_54,4250390,3616837,243,3701018,186,3616837,243,3096412,1558,87.1,85.1,72.9,85.1
E92000001,England,nation,2022/2/2,55_59,4121728,3616073,182,3683122,136,3616073,182,3206487,1184,89.4,87.7,77.8,87.7
E92000001,England,nation,2022/2/2,60_64,3506987,3144133,116,3191858,97,3144133,116,2877136,853,91,89.7,82,89.7
E92000001,England,nation,2022/2/2,65_69,2915275,2670214,70,2702277,53,2670214,70,2524548,467,92.7,91.6,86.6,91.6
E92000001,England,nation,2022/2/2,70_74,2850235,2677198,38,2700568,27,2677198,38,2579745,314,94.7,93.9,90.5,93.9
E92000001,England,nation,2022/2/2,75_79,2139023,2034720,36,2049833,21,2034720,36,1970846,234,95.8,95.1,92.1,95.1
E92000001,England,nation,2022/2/2,80_84,1416124,1349150,15,1358473,10,1349150,15,1298353,193,95.9,95.3,91.7,95.3
E92000001,England,nation,2022/2/2,85_89,862110,821157,11,826908,8,821157,11,785408,153,95.9,95.2,91.1,95.2
E92000001,England,nation,2022/2/2,90+,471630,441293,12,444720,1,441293,12,418703,144,94.3,93.6,88.8,93.6
E92000001,England,nation,2022/2/1,12_15,2888279,501183,14811,1566624,3126,501183,14811,2470,59,54.2,17.4,0.1,17.4
E92000001,England,nation,2022/2/1,16_17,1376450,652656,1449,917982,716,652656,1449,82114,823,66.7,47.4,6,47.4
E92000001,England,nation,2022/2/1,18_24,5416136,3395760,1951,3837436,1773,3395760,1951,1758078,5453,70.9,62.7,32.5,62.7
E92000001,England,nation,2022/2/1,25_29,4559729,2821061,1282,3098224,1088,2821061,1282,1588817,4253,67.9,61.9,34.8,61.9
E92000001,England,nation,2022/2/1,30_34,4854858,3137550,1081,3384181,805,3137550,1081,1940063,3644,69.7,64.6,40,64.6
E92000001,England,nation,2022/2/1,35_39,4602178,3177231,844,3363678,553,3177231,844,2155300,3234,73.1,69,46.8,69
E92000001,England,nation,2022/2/1,40_44,4219362,3145551,478,3282787,333,3145551,478,2338320,2511,77.8,74.6,55.4,74.6
E92000001,England,nation,2022/2/1,45_49,4000916,3210072,330,3312526,210,3210072,330,2564708,2134,82.8,80.2,64.1,80.2
E92000001,England,nation,2022/2/1,50_54,4250390,3616594,248,3700832,175,3616594,248,3094854,1624,87.1,85.1,72.8,85.1
E92000001,England,nation,2022/2/1,55_59,4121728,3615891,164,3682986,115,3615891,164,3205303,1280,89.4,87.7,77.8,87.7
E92000001,England,nation,2022/2/1,60_64,3506987,3144017,110,3191761,81,3144017,110,2876283,813,91,89.7,82,89.7
E92000001,England,nation,2022/2/1,65_69,2915275,2670144,60,2702224,58,2670144,60,2524081,467,92.7,91.6,86.6,91.6
E92000001,England,nation,2022/2/1,70_74,2850235,2677160,36,2700541,27,2677160,36,2579431,341,94.7,93.9,90.5,93.9
E92000001,England,nation,2022/2/1,75_79,2139023,2034684,31,2049812,19,2034684,31,1970612,233,95.8,95.1,92.1,95.1
E92000001,England,nation,2022/2/1,80_84,1416124,1349135,20,1358463,16,1349135,20,1298160,197,95.9,95.3,91.7,95.3
